lat,lon,d_tx30_pend_decada,d_tx30_salto_21_25,d_tx32_pend_decada,d_tx32_salto_21_25,tx_p99_pend_decada,tx_p99_salto_21_25,tx_verano_pend_decada,tx_verano_salto_21_25,noches_trop_pend_decada,noches_trop_salto_21_25,at_p99_pend_decada,at_p99_salto_21_25
43.0,-8.6,-0.5714285714286468,-0.7999999999999998,0.4642857142856888,0.8,0.6259703636169023,0.2993675231933608,1.058648245675187,0.7322649002075181,0.4642857142857183,0.6,0.8830179304995791,0.5096295133081306
43.0,-8.5,-0.7500000000000502,-1.2000000000000002,0.17857142857141436,0.3999999999999999,0.42544037955144304,0.08118705749511435,0.9252268246241684,0.6000560760498068,0.2857142857142881,0.4,0.8772047740421706,0.5289559607507783
43.0,-8.4,-1.2500000000000255,-1.2999999999999998,0.17857142857141436,0.3999999999999999,0.4079640933445147,0.03446407318115163,0.8074994087218936,0.4807332992553697,0.2857142857142881,0.4,0.9302968456979843,0.5949912765353531
43.0,-8.3,0.32142857142848097,0.20000000000000018,0.3571428571428417,0.20000000000000018,0.9318518638610296,0.44409389495849894,1.105443068913014,0.7432291030883782,0.4642857142857183,0.6,1.4799341045303254,1.1281857320145718
43.0,-8.2,0.8214285714284565,0.5,0.8214285714285698,0.7000000000000001,1.1258513586861048,0.5489799499511712,1.1774534497941844,0.7906305313110344,0.2857142857142881,0.4,1.7701667339824634,1.3864007076654232
43.0,-8.1,1.428571428571312,0.7999999999999998,1.3214285714285625,1.2000000000000002,1.2017070906502216,0.677152252197267,1.2143635749816508,0.8062820434570312,0.2857142857142881,0.4,1.870893059504683,1.4716881915508502
43.0,-8.0,2.571428571428411,1.7000000000000002,1.5714285714285499,1.4,1.29664128167281,0.8950717926025362,1.2803919655935692,0.851840782165528,0.2857142857142881,0.4,1.9318423276549814,1.5163975717124956
43.0,-7.9,3.10714285714269,2.1,1.5714285714285499,1.4,1.5349521636962107,1.1947824478149407,1.4618297304425465,1.0090999603271484,0.14285714285714404,0.2,2.303347825836021,1.8117172181227303
43.0,-7.8,4.107142857142654,2.8,1.642857142857121,1.3,1.6803603853497393,1.3601476669311516,1.5188758032662086,1.0734766006469734,0.14285714285714404,0.2,2.381902939833042,1.9117323846581833
43.0,-7.7,4.678571428571231,3.5999999999999996,1.7499999999999571,1.5,1.7070931025912945,1.3970310211181634,1.5023617063249408,1.0759351730346687,0.14285714285714404,0.2,2.424951549499937,1.9602310823589981
43.0,-7.6,4.3214285714283776,3.5,2.428571428571375,1.8,1.7253048079353666,1.3942300796508782,1.4499239921569465,1.048791694641114,0.14285714285714404,0.2,2.3689657334522827,1.842540114445125
43.0,-7.5,4.392857142856986,4.0,2.9285714285713427,2.4,1.6759050914218743,1.346415328979493,1.3526481900896028,0.9771266937255874,0.2857142857142881,0.4,2.2675051749988113,1.7067520526976345
43.0,-7.4,3.607142857142706,2.6,2.321428571428504,1.9,1.7531247820172255,1.426680564880371,1.4856104169572715,1.0905288696289048,0.2857142857142881,0.4,2.536540524272526,1.9900118535212954
43.0,-7.3,3.2857142857141386,2.5,2.357142857142792,2.1999999999999997,1.8823585510253136,1.5624654769897468,1.588068621499155,1.1772523880004897,0.14285714285714404,0.2,2.7177649319385,2.2769008155740558
43.0,-7.2,3.071428571428438,2.4,2.357142857142792,2.1999999999999997,1.8398416382925054,1.5447654724121094,1.5529924801417314,1.1431552886962884,0.14285714285714404,0.2,2.627316813922647,2.2654502483989205
43.0,-7.1,3.321428571428395,2.6999999999999997,2.964285714285623,2.5999999999999996,1.625709397452141,1.3636360168457031,1.4287928172519897,1.0377388000488281,0.6428571428571179,0.6,2.2850162600379553,1.929196038436782
